LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-121.287273,-9.307179,0,none
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-35.929213000000004,48.213955,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-35.908496,48.188526,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-35.905999,45.143012000000006,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-35.814457000000004,44.270087,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-35.795866000000004,44.25438400000001,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-35.794449,44.251554,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-34.450255,45.013704,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-34.440118,49.427469,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-34.429199999999994,49.401178,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-34.427921999999995,49.39896400000001,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-34.421150999999995,49.385043,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-34.398426,49.314129,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,-32.456813,43.83403,1,focus_spot
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,8.711216,106.672864,0,none
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,32.308536,-21.22098,0,none
L9223640,101,KD5RT101WFD5,2019-08-24 03:26:52,54.363628,-11.052755,0,none
