LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,none,scratch,focus_spot
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-126.10107,28.099447,0,0,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-90.998469,-95.323384,2,1,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-43.05511,-127.07567200000001,2,1,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-37.169463,-102.64025500000001,2,1,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-5.546636,-139.709218,2,1,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-3.1127130000000003,-95.39315300000001,2,1,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,-2.240173,26.564035,0,0,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.239387999999998,139.409128,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.275678,139.310766,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.311861,139.51810199999997,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.339643,140.74532399999998,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.36681,140.841827,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.381159,140.793062,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.388933,140.880968,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.394697,140.839108,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.406588,140.728798,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.421422999999997,140.76158600000002,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.456456999999997,140.638027,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.468027,140.78568099999998,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.470129,140.70037,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.471362000000003,140.824918,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.497412,140.65184,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.676955999999997,140.783931,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.685379,140.85363,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.689178,140.67365099999998,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.701169,140.618304,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.705722,140.68015599999998,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.708581,140.821052,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.742887,140.62439999999998,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.821377000000002,140.688649,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.875727,140.683773,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.899998,140.691791,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.924796999999998,140.805837,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.940397,140.72883800000002,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,28.948108,140.74034099999997,1,0,0,1
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,40.307325,8.664603999999999,0,0,0,0
L9253550,44,QAEXW044KOC4,2019-09-08 01:34:39,143.092156,31.078583,0,0,0,0
