LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,-114.135073,-55.676307,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,-111.051468,30.57857,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,-14.158405,-40.616114,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,34.185121,-111.901885,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,55.374202,-54.609647,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,60.41721400000001,-61.522899,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,71.473252,29.863516,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,73.076635,14.719452,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,120.812248,-54.91150700000001,0,none
L9211330,416,KD4TT416WFB3,2019-09-04 22:27:48,120.92335,-63.238631,0,none
