LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-143.15048800000002,31.564702,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-127.835891,65.088231,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-76.228006,70.621916,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-48.15276,12.403083,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-48.149564000000005,12.405647,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-48.148876,12.4104,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-35.587454,-38.247736,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-22.929092,-95.2419,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-21.506914,120.897767,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,-18.482406,-136.296228,0,none
L9272190,582,DD4ZR582JKG3,2019-09-25 23:29:58,87.432784,75.085002,0,none
