LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-108.2701,-59.799772,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-107.619012,-32.078427000000005,0,none
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-107.618702,30.642709,0,none
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-99.382801,-56.109321,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.395627,-63.478252,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.394417,-63.47789100000001,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.394356,-63.477913,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.328974,-63.476063,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.327769,-63.475685,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.327763,-63.47572900000001,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.298526,-63.461245000000005,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.279381,-63.436516000000005,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.256672,-63.375422,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.155222,-63.282856,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.112535,-63.254519,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.043304,-63.23897900000001,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.030827,-63.245444000000006,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.024429,-63.192682,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-98.020773,-63.294555,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.974241,-63.119621,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.927092,-63.279183,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.869109,-63.086235,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.78626,-62.856795,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.762187,-62.796188,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.717915,-62.770652,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.709676,-62.931919,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.593474,-62.813416,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.557937,-62.815353,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.500907,-62.801682,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.468876,-62.634672,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.448759,-62.689832,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.435335,-62.678313,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.411359,-62.63753599999999,1,focus_spot
H9195980,164,DC2CM164JMH0,2019-08-28 10:00:26,-97.388817,-62.660942000000006,1,focus_spot
