LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,-120.843252,-31.076629,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,-103.822633,-26.027715,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,-97.648957,-95.084903,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,-95.504,-95.112616,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,-95.043054,-64.59144400000001,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,-0.408529,-2.366995,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,56.36597,-96.709496,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,68.115625,42.080053,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,98.191869,-66.233566,0,none
L9225210,7,M7DAG007WAG1,2019-09-04 13:23:03,112.144855,46.155048,0,none
