LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-143.15052400000002,-28.933857000000003,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-143.07934400000002,27.381806,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-141.356766,29.539033,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-93.303531,-84.781373,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-87.354536,-26.030366,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-23.065162,-45.314146,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-11.294688,129.744332,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,-4.987356,134.153041,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,10.797536,30.037378,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,17.992012,82.12991099999999,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,27.340911,-125.408096,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,51.50954900000001,118.026365,0,none
L9235320,832,DC7VA832JKF1,2019-08-24 17:26:04,83.067128,11.490717,0,none
