LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-120.298275,-1.240581,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-107.921131,-0.470971,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-107.619738,-1.671134,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-60.360636,44.323177,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-57.191480000000006,-66.69263099999999,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-35.512003,-118.856466,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-24.821155,53.72088,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-3.989881,35.311994,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,-0.517226,-2.940461,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,17.534281999999997,-13.524404,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,30.544292,48.066673,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,31.628221,119.642315,0,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,31.753301,-118.002829,2,none
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.703189,-11.442083,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.703637,-11.415766,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.703716,-11.409338,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.703725,-11.422531,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.70392,-11.406171,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.70406200000001,-11.411639,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704085,-11.402022,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704106,-11.424628,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704119,-11.414024,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704181000000005,-11.400464,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704354,-11.403903,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704356,-11.397909,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.704466000000004,-11.42895,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705083,-11.39632,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705119,-11.392987,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705271,-11.437605,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705521,-11.417688,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705591,-11.427237,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705616,-11.413796,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705785000000006,-11.419753,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705849,-11.412047,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.705919,-11.440329,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.70639,-11.464281,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.706811,-11.393109,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.706851,-11.3957,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.707004,-11.447652,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.7071,-11.420463,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.707466000000004,-11.439419,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.707547,-11.398273,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.707806000000005,-11.470268,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.70817,-11.352094999999998,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.708229,-11.380205,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.708824,-11.455171,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.708866,-11.467441999999998,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.709191,-11.452325,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.709498,-11.371371,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.70965,-11.379222,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.709823,-11.470268,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.710045,-11.363008,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.710121,-11.375366,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.710495,-11.361621,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.710742999999994,-11.469816000000002,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.711172999999995,-11.355744,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.711196,-11.477862,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.711441,-11.358859,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.711499,-11.360826,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.711541,-11.460700999999998,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.711845000000004,-11.469982,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.712737000000004,-11.338549,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.712776,-11.387479,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.713080000000005,-11.349928999999998,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.71427,-11.336263,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.715409,-11.408333,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.715488,-11.366212,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.716238,-11.479738,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.718297,-11.472957,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.71942,-11.47245,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.720589999999994,-11.481247,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.720819000000006,-11.407103,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.720921000000004,-11.366187,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.721442,-11.492707,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.722274,-11.488437,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.723504,-11.366131,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.725001000000006,-11.407461,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.727751000000005,-11.365523,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.727811,-11.407692,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.729887000000005,-11.387431,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.733595,-11.50499,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.733945,-11.315589,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.73399,-11.482625,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.734126,-11.478359,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.734325,-11.314354,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.734845,-11.310932,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.734896,-11.296785,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.734924,-11.481943,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.73546700000001,-11.487493,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.735509,-11.485932,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.735614,-11.31224,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.735823,-11.513189,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.735866,-11.295598,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.735877,-11.514325,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.736012,-11.50519,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.736336,-11.297406,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.737010000000005,-11.310221,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.737201,-11.517048,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.737408,-11.29389,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.737605,-11.297795,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.73794,-11.306844,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.738150000000005,-11.308224,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.739208,-11.508443,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.739433,-11.305831,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.740569,-11.304507,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.741472,-11.305831,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.744415000000004,-11.458029,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.744567,-11.400025,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.744941,-11.398344,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.745008,-11.413144,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.74501600000001,-11.414763,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.745238,-11.462757,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.745894,-11.380274,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.74606,-11.398399,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.746087,-11.297687,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.746165999999995,-11.418992,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.746814,-11.376753,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.747021000000004,-11.422984,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.747047,-11.41717,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.747292,-11.297604,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.747738,-11.513482,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.747874,-11.416351,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748314,-11.46838,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748403,-11.461705,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748616,-11.295583,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748635,-11.371735,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748677,-11.259381,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748716,-11.398334,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748723,-11.380573,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748827000000006,-11.373891,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748924,-11.522011,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.748952,-11.413326,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.749015,-11.375313,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.749047,-11.414832,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.749602,-11.470017,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.749651,-11.422869,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.749711000000005,-11.514418,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.74981,-11.395614,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.74994,-11.522404,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.750142,-11.468284,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.750224,-11.295268,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.750633,-11.382214,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.751236000000006,-11.41981,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.751579,-11.307396,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.751745,-11.418439,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.751892,-11.522913,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.752019999999995,-11.293147,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.752111000000006,-11.294943,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.752566,-11.284699,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.752802,-11.357878,1,focus_spot
L9173750,241,DB7NS241JKA4,2019-08-29 18:28:54,35.752831,-11.307336,1,focus_spot
