LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,none,scratch,focus_spot
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-117.25221400000001,-49.482941,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-99.515036,30.132461,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-82.432473,-39.858775,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-80.451335,5.380687,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-68.6443,-36.845684,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-64.152353,-51.47746,0,0,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-64.146873,-51.470851,0,0,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-64.146716,-51.475516999999996,0,0,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-64.146248,-51.467774000000006,0,0,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-60.47505,9.12197,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-56.969743,90.237003,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-37.013479,-58.066410999999995,3,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,-36.17988,99.404869,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,3.9665120000000003,-99.27437300000001,0,0,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,18.020937999999997,91.598905,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,24.254291000000002,102.364841,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,33.888580000000005,126.779348,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,39.203635999999996,88.714988,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,39.212552,88.706978,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,53.58020200000001,-61.940785000000005,0,0,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,61.19206200000001,88.869109,4,1,0,0
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.672573,-62.293531,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.676845,-62.296866,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.677313,-62.336034000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.677928,-62.380851,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.681267,-62.279904,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.688673,-62.156521999999995,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.688905,-62.312073,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.68911,-62.322344,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.689173,-62.26804,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.689174,-62.356461,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.68922900000001,-62.347975,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.69002,-62.415188,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.690191,-62.46091199999999,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.690796,-61.942919,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.69236099999999,-62.209858,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.693075,-62.154682,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.704549,-62.185213000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.71684700000002,-62.16696400000001,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.71685599999999,-62.219142999999995,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.718173,-62.218894,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.71934,-62.219093,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.719634,-62.349735,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.719933,-62.357786999999995,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.72092500000001,-62.395941,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.721517,-62.303650000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.72197299999999,-62.294757000000004,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.722026,-62.295783,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.722046,-62.297625999999994,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.72566400000001,-62.26572900000001,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.728856,-62.251843,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.733317,-62.229957,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.738703,-62.211931,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.742209,-62.199899,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.751235,-62.183026,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.76556500000001,-62.534470999999996,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.765873,-62.149013,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.76594800000001,-62.142353,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.767199,-62.149013,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.768579,-62.149013,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.769958,-62.149013,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.771231,-62.149013,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.772157,-62.024408,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.772408,-62.341108,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.77261099999998,-62.149013,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.77275900000001,-62.15216099999999,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.77297099999998,-62.335028,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.773454,-62.336926,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.77349799999999,-62.009267,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.77361900000001,-62.149038,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.776343,-62.346606,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.778782,-61.999732,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.77995200000001,-62.537408000000006,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.780213,-62.119275,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.781768,-62.537086,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.785519,-62.580224,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.786828,-62.534843,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.78691599999999,-62.266477,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.787314,-62.533851999999996,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.788365,-62.240123,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.788772,-62.266684,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.78883400000001,-62.26409400000001,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.789064,-62.103215,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.790659,-62.590925000000006,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.79108900000001,-62.099272,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.79142,-62.59216099999999,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.791465,-62.53756200000001,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.792141,-62.43331200000001,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.792358,-62.592499000000004,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.792836,-62.535192,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.79305599999999,-62.537511,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.793852,-62.537511,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.79423599999998,-62.59236,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.795868,-62.537511,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.796522,-62.504678999999996,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.796741,-62.592669,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.798395,-62.506188,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.799894,-62.604368,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.800985,-62.269788,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.801576,-62.60534,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.803645,-62.605478000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.80469099999999,-61.998334,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.815761,-62.623796999999996,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.817094,-62.45301799999999,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.818515,-62.453275999999995,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.81893799999999,-62.417399,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.81896499999999,-62.424417999999996,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.818988,-62.381744000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.819026,-62.236221,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.81915299999999,-62.242847000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.819365,-62.240827,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.81939200000001,-62.429424000000004,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.819885,-62.432031,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.81990400000001,-62.230619000000004,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.820031,-62.383533,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.82023299999999,-62.276413999999995,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.82028100000001,-62.240892,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.820418,-62.431437,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.82049,-62.605491,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.820887,-62.274237,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.820907,-62.452708,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.820924,-62.232546,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.82092599999999,-62.234934,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.820962,-62.48958900000001,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.8211,-62.239895,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.82168300000001,-62.429165999999995,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.821715,-62.430921000000005,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.821939,-62.385287,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.822057,-62.380489000000004,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.822992,-62.514206,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.823489,-62.453207,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.825007,-62.431528,2,0,0,1
L9231390,416,M7DYE416WAA3,2019-09-09 22:38:54,80.826156,-62.61601,2,0,0,1
