LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,-116.876487,-29.055654,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,-113.598485,53.058816,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,-61.718979,38.652329,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,-10.16038,-17.222223999999997,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,-0.41316,-4.180794,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,0.668076,-4.114185,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,8.068876999999999,-123.437304,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,16.905956999999997,126.593277,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,37.227974,37.443076,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,37.875936,-102.296068,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,45.478224,-22.443468,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,45.825333,-67.59799799999999,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,50.773651,-80.107065,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,50.79120400000001,-12.075495,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,59.715583,-126.071495,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,72.12622400000001,37.476206,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,80.10203,-13.179645,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,111.926803,39.720442000000006,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,113.262883,36.713785,0,none
L9235900,751,QAFHG751KOC3,2019-09-28 21:29:12,119.746968,32.727244,0,none
