LOT_ID,WAFER_ID,WAFER_SCRIBE_ID,INSPECTION_DATE,X,Y,c_id,class
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-104.806338,-87.854648,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-81.68811,53.149029,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-53.421057,-22.008304,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-50.417033,-13.23113,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-46.073922,-120.978553,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-35.975696000000006,-19.173455,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-10.337533,-65.510769,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,-4.025734,-109.616271,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,3.237996,99.120991,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,9.635494,100.978824,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,15.810791,102.132233,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,16.903916000000002,-25.932903,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,16.904014,-25.929345,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,25.240292,107.828622,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,30.387676,-103.251808,0,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,38.447201,55.124683,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,44.375524000000006,-25.284038,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,45.188733,110.544125,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,52.330405,38.59768,1,scratch
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,67.072417,-7.522993,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,72.149287,-26.287527,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,73.206253,-26.594593,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,96.458145,-9.663509,2,none
L9223780,249,KD5RY249WFF0,2019-09-17 08:45:17,115.190495,44.09251,0,none
